"","SpecCode","Species","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"61","49284","Coregonus pennantii","Coregonus",13696,"Valenciennes, 1848","Gwyniad",NA,NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.34,35,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in open water. Spawns in January to February in shallow bays on stones and gravel. Feeds on crustaceans and insects (Ref. 59043).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2676","Coregonus pidschian","Coregonus",13696,"(Gmelin, 1789)","Humpback whitefish","Copid_u3.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,-1,-1,"demersal",NA,NA,"anadromous",51243,NA,NA,NA,NA,NA,NA,14,"12193",NA,NA,64.46,50,"SL",NA,NA,"59043","32.79999923706055","TL",NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,9707,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","commercial",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits coastal waters near shore (Ref. 5723), lower reaches of rivers with slow current, large lakes with tributaries, floodplain lakes, deltas and estuaries, brackish waters (Ref. 59043).  Migrates up to more than 1,200 km inland for spawning (Ref. 5723).  Overwinters near river mouths (Ref. 5723).  There are non-migratory freshwater populations.  Adults feed mostly on mollusks, crustaceans and chironomid larvae (Ref. 28219).",NA,"0.5",0,1,"1991-05-01T00:00:00Z","97","2010-07-13T00:00:00Z","97","2003-01-09T00:00:00Z",NA
"63","4646","Coregonus pollan","Coregonus",59043,"Thompson, 1835","Irish pollan",NA,NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"6258",NA,NA,23.48,35,"TL",NA,NA,"6258","30","TL",NA,NA,6258,450,NA,6258,NA,NA,NA,NA,6258,"commercial","very high","Very questionable: based on ex-vessel price for species in this family","In Ireland.",NA,NA,"seines","unspecified seines (SX)",-1,-1,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in open waters (Ref. 59043). Feeds on bottom invertebrates and on semi-pelagic crustaceans (<i>Mysis relicta</i>), and also on their own eggs (Ref. 6258).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","63071","Coregonus pravdinellus","Coregonus",53210,"Dulkeit, 1949",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,-1,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,"0.5",0,10,"2007-01-16T00:00:00Z","303","2012-03-06T00:00:00Z",NA,NA,NA
"65","2677","Coregonus reighardi","Coregonus",3814,"(Koelz, 1924)","Shortnose cisco","Corei_u0.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"1998",NA,NA,38.27,36,"TL",NA,NA,"1998","25","TL",NA,NA,1998,539,NA,1998,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,"0.5",0,1,"1991-05-01T00:00:00Z","67","1994-09-30T00:00:00Z","10","1994-05-04T00:00:00Z",NA
"66","49238","Coregonus renke","Coregonus",13696,"(Schrank, 1783)",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"59043",NA,NA,39.83,29,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Pelagic in surface layers. Feeds  mainly on zooplankton, rarely on benthic invertebrates. May consume large amounts of small fish in summer. Usually spawns above gravel or rocks on bottom or along shores. Spawns for the first time at 3 years (Ref. 59043).",NA,"0.5",0,10,"1998-07-30T00:00:00Z","97","2010-07-07T00:00:00Z",NA,NA,NA
"67","49196","Coregonus restrictus","Coregonus",13696,"Fatio, 1885",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.05,25,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in deep waters. Spawns on sand or mud at 35-40 m depth in January (Ref. 59043).",NA,"0.5",0,10,"1998-07-20T00:00:00Z","97","2010-07-05T00:00:00Z",NA,NA,NA
"68","2678","Coregonus sardinella","Coregonus",5723,"Valenciennes, 1848","Sardine cisco","Cosar_u1.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,-1,-1,"pelagic-neritic",NA,NA,"anadromous",51243,NA,NA,NA,NA,NA,NA,26,"1998",NA,NA,41.45,47,"TL",NA,NA,"5723","23","TL",NA,NA,1998,555,NA,593,NA,NA,NA,NA,28219,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,"Siberia","seines",NA,0,-1,0,"0",0,"0",0,0,-1,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"-1",27547,"harmless",NA,"no special ability",NA,NA,-1,"Adults occur in coastal waters, estuaries, large lakes and rivers (Ref. 5723).  Lake-dwelling populations appear to be non-migratory, while those found in streams or brackish water move considerable distances to reach or leave spawning sites (Ref. 27547).  Semi-anadromous populations forage in estuaries, lower courses of rivers, backwaters and lakes (Ref. 59043). Nerito-pelagic (Ref. 58426).  Feed on planktonic crustaceans and insects (Ref. 1998); also plant material (Ref. 27547) and fishes (Ref. 58426).  Do not usually feed during its spawning run (Ref. 28219, 28860, 28861).  Migratory forms are observed to live longer than fresh water forms (Ref. 1998).  Spawn in deep pools on sand and gravel (Ref. 59043).  Flesh is said to be tasty (Ref. 1998).",NA,"0.5",0,1,"1991-05-01T00:00:00Z","2","2013-12-02T00:00:00Z","97","2003-01-09T00:00:00Z",NA
"69","49288","Coregonus stigmaticus","Coregonus",13696,"Regan, 1908","Schelly",NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.89,32,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in open water. Spawns in January to February in shallow bays on stones and gravel. Feeds on crustaceans and insects.  Population in Haveswater strongly declined by water abstraction and cormorant predation (Ref. 59043).",NA,"0.5",0,10,"1998-08-05T00:00:00Z","10","2010-07-16T00:00:00Z",NA,NA,NA
"70","48215","Coregonus subautumnalis","Coregonus",593,"Kaganowsky, 1932",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.91,37.5,"TL",NA,NA,"593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,"0.5",0,34,"1998-05-04T00:00:00Z",NA,"1998-04-05T00:00:00Z",NA,NA,NA
"71","49203","Coregonus suidteri","Coregonus",13696,"Fatio, 1885",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,38,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine. Feeds on benthic (spring) and pelagic prey (summer); mainly crustaceans, insect larvae and molluscs. Spawns along gravel to stone shores, in very shallow water. Survival of Lake Hallwil population depends on stocking as eutrophication makes the lake unsuitable for reproduction since 1960 (Ref. 59043).  Reaches up to at least 38 cm SL (Ref. 59043).",NA,"0.5",0,10,"1998-07-21T00:00:00Z","10","2012-03-29T00:00:00Z",NA,NA,NA
"72","49269","Coregonus trybomi","Coregonus",59043,"Svärdson, 1979",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.51,20,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"A lacustrine species which inhabits deep water (Ref. 59043).",NA,"0.5",0,10,"1998-08-04T00:00:00Z","10","2010-07-16T00:00:00Z",NA,NA,NA
"73","12540","Coregonus tugun","Coregonus",53210,"(Pallas, 1814)","Tugun",NA,NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.67,20,"TL",NA,NA,"593","11","FL","11","FL",593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Never enters the sea (Ref. 26334, 593).  Spawning occurs in September and October (water temperature 4-8°C).  Maturity is attained in second or third year of life.  Both migratory and non-migratory populations exist.  (Ref. 593).",NA,"0.5",0,67,"1994-09-23T00:00:00Z","10","2017-08-09T00:00:00Z","67","1994-10-01T00:00:00Z",NA
"74","12548","Coregonus ussuriensis","Coregonus",593,"Berg, 1906","Amur whitefish","Couss_u0.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,-1,-1,"benthopelagic",NA,NA,"anadromous",46888,NA,NA,NA,NA,NA,NA,10,"56557",NA,NA,41.62,60,"TL",NA,NA,"56521",NA,NA,NA,NA,NA,2100,NA,56605,NA,NA,NA,NA,56521,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,"up to 1,000 tons/year",NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Euryhaline.",NA,"0.5",0,67,"1994-10-02T00:00:00Z","1287","2007-10-03T00:00:00Z","1","1998-02-26T00:00:00Z",NA
"75","49290","Coregonus vandesius","Coregonus",59043,"Richardson, 1836",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.51,20,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"A lacustrine species which occurs in open water.  Gregarious, forming shoals. Feeds mainly on crustaceans (<i>Entomostraca</i>), supplemented by small insects.  Spawns on gravel or stone shores (Ref. 59043).",NA,"0.5",0,10,"1998-08-05T00:00:00Z","10","2010-07-16T00:00:00Z",NA,NA,NA
"76","65614","Coregonus vessicus","Coregonus",59043,"Dryagin, 1932",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"59043",NA,NA,32.51,20,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"A lacustrine species. Attains first sexual maturity at 2 years, males may spawn for the first time in their first year (Ref. 59043).",NA,"0.5",0,10,"2010-07-16T00:00:00Z",NA,"2010-07-16T00:00:00Z",NA,NA,NA
"77","49212","Coregonus wartmanni","Coregonus",13696,"(Bloch, 1784)","Blaufelchen",NA,NA,NA,NA,76,"Coregoninae",7065,NA,"elongated","O",NA,NA,"0",-1,0,0,"pelagic",NA,NA,"non-migratory",NA,"0",NA,13813,0,60,13813,NA,NA,NA,NA,31.56,50,"TL",NA,NA,"27368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47057,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,-1,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, pelagic, usually at 0-40 m during summer. Feeds on plankton and insects; preys on juvenile <i>Perca fluviatilis</i> in summer. Spawns at surface over deep water, off-shore. Spawns for the first time at 2-3 years and in first half of December, when temperature falls below 7?C. Males aggregate at surface and females ready to spawn come from deeper water to join these aggregations. Eggs sink to bottom and hatch in March. Larvae swim to surface and start to feed after 8 days (Ref. 59043). Also Ref. 13813, 47057.",NA,"0.5",0,10,"1998-07-24T00:00:00Z","97","2016-03-16T00:00:00Z","1","2003-05-23T17:15:36Z",NA
"78","48137","Coregonus widegreni","Coregonus",13696,"Malmgren, 1863","Valaam whitefish","Cowid_u0.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"demersal",NA,NA,"anadromous",NA,"30",150,59043,NA,NA,NA,20,"59043",NA,NA,44.8,55,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,2000,NA,593,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Recorded from coastal waters at sea. Lacustrine, at depths greater than 30 m, in Lake Ladoga commonly at 50-150 m (Ref. 59043). Specimens measuring 36-40 cm are more than 5 years old.  Spawns for the first time at 4-6 years (Ref. 59043).  Spawns from the end of November to 20 December (Ref. 593).  Oviparous (Ref. 205).  Eggs are buried in unguarded nests (Ref. 205). Feeds on benthic invertebrates, especially gammarids, molluscs and insect larvae (Ref. 59043).",NA,"0.5",0,34,"1998-05-01T00:00:00Z","8","2012-02-29T00:41:08Z","97","2003-01-09T00:00:00Z",NA
"79","2679","Coregonus zenithicus","Coregonus",5723,"(Jordan & Evermann, 1909)","Shortjaw cisco","Cozen_u0.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"demersal",NA,NA,NA,NA,"20",180,NA,NA,NA,NA,11,"12193",NA,NA,41.53,40,"TL",NA,NA,"5723","28","TL",NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Usually found in deep water of large lakes.  Belongs to <i>C. artedi</i> complex.  Formerly commercial important, but now extinct.",NA,"0.5",0,1,"1991-05-01T00:00:00Z","65","2013-07-18T00:00:00Z","10","1994-03-26T00:00:00Z",NA
"80","49207","Coregonus zuerichensis","Coregonus",13696,"Nüsslin, 1882",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,"12",100,59043,NA,NA,NA,NA,NA,NA,NA,50.38,42,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in midwater. Feeds on plankton. Spawns at depths of 12-100 m.",NA,"0.5",0,10,"1998-07-23T00:00:00Z","97","2010-07-06T00:00:00Z",NA,NA,NA
"81","49204","Coregonus zugensis","Coregonus",13696,"Nüsslin, 1882",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,"20",80,59043,NA,NA,NA,NA,NA,NA,NA,32.51,20,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, pelagic feeder. Feeds on zooplankton and insect nymphs. Spawns at depths 20-80 m, along littoral slope (Ref. 59043).",NA,"0.5",0,10,"1998-07-23T00:00:00Z","97","2010-07-05T00:00:00Z",NA,NA,NA
"82","55417","Hucho bleekeri","Hucho",33508,"Kimura, 1934",NA,"Huble_u0.jpg",NA,NA,NA,76,"Salmoninae",5713,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.19,64,"SL",NA,NA,"33800","28","TL",NA,NA,35840,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits fast flowing streams with sandy and gravel substratum.  Carnivorous; feeds on fishes, insects.",NA,"0.5625",0,10,"2000-03-16T00:00:00Z","309","2005-03-21T00:00:00Z",NA,NA,NA
"83","4664","Hucho hucho","Hucho",13696,"(Linnaeus, 1758)","Huchen","Huhuc_m0.jpg","Huhuc_m0.jpg",NA,"Huhuc_j0.jpg",76,"Salmoninae",5713,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,"potamodromous",59043,NA,NA,NA,NA,NA,NA,20,"59043",NA,NA,77.23,150,"TL",NA,NA,"11243","70","TL",NA,NA,682,52000,NA,719,NA,NA,NA,NA,9696,"commercial","very high","Very questionable: based on ex-vessel price for species in this family","Sport fishing.",NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,-1,"0","commercial",NA,4537,"never/rarely",NA,"never/rarely",NA,NA,"-1",4699,"harmless",NA,"no special ability",NA,NA,-1,"Usually solitary, inhabits deeper regions of swift flowing streams with oxygen rich waters.  Adults are territorial but not solitary (Ref. 26170).  Carnivore.  Juveniles feed mainly on invertebrates and adults mostly on fishes, but also prey on amphibians, reptiles, small mammals and waterfowl (Ref. 26170).  Important sport fish with minimum size of catch from 50-55 cm.  Transplantations of young artificially incubated and reared fish have not been successful.  Depletion of stocks due to overexploitation, industrial pollution, waterway redirection and badly designed or non-existent fish ladders in dams and reservoirs.  Territorial, but migrates short distances upstream for spawning (Ref. 556).  Reported to be one of the biggest freshwater fishes of the world, reaching  a length of over 2 m and weight of over 100 kg (Ref. 26170); which is probably erroneous (A. Mangold, pers. comm.).",NA,"0.5625",0,2,"1991-10-21T00:00:00Z","2","2014-04-29T00:00:00Z","21","1994-07-26T00:00:00Z",NA
"84","25572","Hucho ishikawae","Hucho",12218,"Mori, 1928",NA,"Huish_u0.gif",NA,NA,NA,76,"Salmoninae",5713,NA,"fusiform / normal","o",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.55,50,"TL",NA,NA,"12218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on the substrate in clear waters of pools below waterfalls and rapids.",NA,"0.5625",0,113,"1996-11-25T00:00:00Z","330","1999-11-25T00:00:00Z",NA,NA,NA
"85","8681","Hucho taimen","Hucho",59043,"(Pallas, 1773)","Taimen","Huper_u0.jpg",NA,NA,NA,76,"Salmoninae",5713,NA,"fusiform / normal","O",NA,NA,"0",-1,-1,0,"benthopelagic",NA,NA,"potamodromous",593,NA,NA,NA,NA,NA,NA,55,"56502",NA,NA,83.47,200,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,105000,NA,59043,NA,NA,NA,NA,4537,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,-1,0,"0",0,"0",0,0,-1,"0","experimental",NA,9988,"never/rarely",NA,"never/rarely",NA,NA,"-1",6323,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit piedmont and montane cold rivers with high oxygen concentrations.  They prefer to live in deeper holes with slow current for periods of reduced activity (day time, winter), but also lower reaches, estuaries, cold lakes and reservoirs.  Both juveniles and adults are territorial.  Adults frequently occur within their own restricted territory (deep holes below rapids and waterfalls, confluence of small tributaries, below bridge pillar or large rocks, bank excavations), which they abandon only foraging and spawning.  Young individuals do not maintain permanent territory.  Juveniles occur in fast-flowing waters, prey on drifting invertebrates and shift to fish diet after 1-3 years. Adults feed on fishes and terrestrial vertebrates.  They breed in shallow places with fast current on pebble bottom, immediately downstream of large deep pools, often in small river tributaries.  Usually undertake upriver migration for spawning in the upper reaches of tributaries.  Can overcome quite high obstacles while migrating to spawning sites.  Eggs, 5-6 mm in diameter, hatch after 28-38 days.  Alevins stay in gravel until yolk sac is absorbed after 10-15 days while young first remain near spawning site, then move downstream. Larger immature individuals of 2-4 years of age live in same sites as adults but separately below groups of adults or in smaller holes.  Life span reaches up to about 20 years (Ref. 59043).  Threatened due to habitat loss, pollution and over harvesting (Ref. 58490), including angling tourism (Ref. 59043).",NA,"0.5625",0,1,"1993-12-02T00:00:00Z","2","2015-03-27T00:00:00Z","97","2003-01-20T00:00:00Z",NA
"86","2686","Oncorhynchus aguabonita","Oncorhynchus",5723,"(Jordan, 1892)","Golden trout","Onagu_u2.jpg",NA,NA,NA,76,"Salmoninae",2445,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"12193",NA,NA,51.48,71,"TL",NA,NA,"5723","29.75","TL",NA,NA,12193,4980,NA,4699,NA,NA,NA,NA,NA,NA,"very high","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"-1",4699,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits clear, cool headwaters, creeks, and lakes at elevations above 2100 m.  Oviparous (Ref. 205).  Eggs are buried in unguarded nests (Ref. 205).",NA,"0.5",0,1,"1991-05-01T00:00:00Z","303","2009-04-29T00:00:00Z","10","1994-04-18T00:00:00Z",NA
