"","SpecCode","Species","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"1","2079","Brachymystax lenok","Brachymystax",13397,"(Pallas, 1773)","Lenok","Brlen_u8.jpg",NA,NA,NA,76,"Salmoninae",4659,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,"anadromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.88,70,"TL","60","TL","40637","55","SL",NA,NA,35840,8000,NA,12218,NA,NA,NA,NA,4537,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0",NA,NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"A slow-growing fish which inhabits rivers.  A cold water fish and never goes to the ocean; finds deep cold waters during summer; can be found under the ice in late fall and winter (Ref. 12218).  Feeds on larval and adult insects, amphipods, small fish, frogs, mice and salmon spawn (Ref. 593).  During spawning the body turns to a dark red and the dorsal and pectoral fins change to a rainbow of colors (Ref. 12218).",NA,"0.625",0,2,"1991-01-21T00:00:00Z","1","2002-03-10T00:00:00Z","99","1995-01-17T00:00:00Z",NA
"2","46541","Brachymystax savinovi","Brachymystax",13397,"Mitrofanov, 1959",NA,"Brsav_u2.jpg",NA,NA,NA,76,"Salmoninae",4659,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,"anadromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.01,47,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Max. length (Bogdan Dresler, pers. comm., 2000).",NA,"0.625",0,1,"1998-02-26T00:00:00Z","65","2013-07-18T00:00:00Z",NA,NA,NA
"3","63398","Brachymystax tumensis","Brachymystax",58298,"Mori, 1930",NA,NA,NA,NA,NA,76,"Salmoninae",4659,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,"0.625",0,113,"2007-05-18T00:00:00Z",NA,"2007-05-18T00:00:00Z",NA,NA,NA
"4","49197","Coregonus albellus","Coregonus",13696,"Fatio, 1890",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,"30",100,59043,NA,NA,NA,NA,NA,NA,NA,38,26,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in deep water. Spawns in September, at 30-100 m depth. Spawns for the first time at about 120 mm SL (Ref. 59043).",NA,"0.5",0,10,"1998-07-20T00:00:00Z","97","2010-07-05T00:00:00Z",NA,NA,NA
"5","231","Coregonus albula","Coregonus",4779,"(Linnaeus, 1758)","Vendace","Coalb_u0.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","R",NA,NA,"0",-1,-1,-1,"benthopelagic",NA,NA,"anadromous",51243,"30",NA,NA,NA,NA,NA,10,"593",NA,NA,26.82,48,"TL",NA,NA,"556","20","TL",NA,NA,556,1000,NA,556,NA,NA,NA,NA,4931,"commercial","medium","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,"seines",NA,0,-1,0,"-1",0,"-1",0,0,0,"0","experimental",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine and marine in open water. At sea, forages close to coast (Ref. 59043).  Forms pelagic schools in deeper lakes (Ref. 4779).  Spawns along shores, at 3-10 m depth, rarely to 22 m depth or just below surface. Spawns deeper in clear lakes and closer to surface in lakes with humic waters (Ref. 59043). Spawns on shallow sand or gravel substrate.  Anadromous in the Baltic.  Feeds on planktonic crustaceans (Ref. 4779).",NA,"0.5",0,2,"1990-10-17T00:00:00Z","97","2011-01-12T00:00:00Z","97","2003-01-15T00:00:00Z",NA
"6","60806","Coregonus alpenae","Coregonus",1998,"(Koelz, 1924)","Longjaw cisco",NA,NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.01,45.5999984741211,"TL",NA,NA,"3370","26.700000762939453","TL",NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,0,NA,NA,"0.5",0,10,"2003-08-01T00:00:00Z","10","2004-07-16T00:00:00Z",NA,NA,NA
"7","49199","Coregonus alpinus","Coregonus",13696,"Fatio, 1885",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,"40",150,59043,NA,NA,NA,NA,NA,NA,NA,37.05,25,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in deep water. Feeds on benthic invertebrates, especially chironomids. Spawns in August - December, at 40-150 m deep, mainly near torrent deltas (Ref. 59043).",NA,"0.5",0,10,"1998-07-21T00:00:00Z","97","2010-07-05T00:00:00Z",NA,NA,NA
"8","63072","Coregonus anaulorum","Coregonus",53210,"Chereshnev, 1996",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,-1,-1,"benthopelagic",NA,NA,"anadromous",46888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,"0.5",0,10,"2007-01-16T00:00:00Z","2","2007-10-03T00:00:00Z",NA,NA,NA
"9","49208","Coregonus arenicolus","Coregonus",13696,"Kottelat, 1997",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.52,55,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, near flat shores, or near bottom, sometimes on steep slopes. Inhabits and spawns in shallow coastal areas (Ref. 13696). Feeds on benthic invertebrates (especially mussels and snails). Spawns in shallow water along shores (Ref. 59043).",NA,"0.5",0,10,"1998-07-23T00:00:00Z","97","2010-07-06T00:00:00Z",NA,NA,NA
"10","235","Coregonus artedi","Coregonus",86798,"Lesueur, 1818","Cisco","Coart_u1.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"elongated","O",NA,NA,"0",-1,-1,-1,"pelagic-neritic",NA,NA,"anadromous",120291,"0",64,1998,NA,NA,NA,11,"12193",NA,NA,36.63,57,"TL",NA,NA,"86798","29.25","TL",NA,NA,12193,3350,NA,4699,NA,NA,NA,NA,4931,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,"from 1,000 to 10,000",NA,"seines",NA,0,-1,0,"0",0,"0",0,0,-1,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"-1",4699,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits open waters of lakes and large rivers, and also coastal waters of Hudson Bay (Ref. 9988, 86798).  Nerito-pelagic species that feeds on plankton and large crustaceans (Ref. 58426).  Utilized fresh, smoked, and frozen; can be steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).",NA,"0.5",0,2,"1990-10-17T00:00:00Z","10","2020-01-24T00:00:00Z","99","1995-01-17T00:00:00Z",NA
"11","49217","Coregonus atterensis","Coregonus",13696,"Kottelat, 1997",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,10,30,59043,6,"59043",NA,NA,48.47,40,"TL",NA,NA,"13696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Pelagic, usually at depths of 10-30 m.  Feeds on zooplankton and small amounts of benthic invertebrates.  Spawns in open water close to surface, above depths of 20-40 m (Attersee) or at 2-3 m and close to shore (Mondsee). Spawns for the first time at 4 (Attersee) or 3 years (Mondsee). Spawns in early February - mid March (Attersee), late December - mid January (Mondsee).  Individual fishes usually spawn 2-3 seasons. Eggs sink to bottom (Ref. 59043).",NA,"0.5",0,10,"1998-07-27T00:00:00Z","97","2010-07-07T00:00:00Z",NA,NA,NA
"12","65594","Coregonus austriacus","Coregonus",59043,"Vogt, 1909",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"59043",NA,NA,38,26,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Feeds on deep-water zooplankton.  Spawns at depths of 80-120 m (Ref. 59043).",NA,"0.5",0,10,"2010-07-07T00:00:00Z","10","2010-07-16T00:00:00Z",NA,NA,NA
"13","2669","Coregonus autumnalis","Coregonus",5204,"(Pallas, 1776)","Arctic cisco","Coaut_m0.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","o",NA,NA,"0",-1,-1,-1,"pelagic-neritic",NA,NA,"anadromous",51243,NA,NA,NA,NA,NA,NA,12,"59043",NA,NA,50.37,65,"SL",NA,NA,"59043","47","TL",NA,NA,12193,NA,NA,NA,NA,NA,NA,NA,6258,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,"Ireland",NA,NA,0,0,0,"0",0,"0",0,0,0,"-1","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in brackish waters (20-22 ppt) of coastal lagoons and mouths of rivers and bays (Ref. 4779). Mostly in larger lowland rivers (Ref. 59043). Nerito-pelagic (Ref. 58426). Feeds on small crustaceans, insects, small fishes (Ref. 28219, 28857), worms and clams (Ref. 58426). At sea, feeds on larger crustaceans and small fish (Ref. 59043).  No feeding occurs during the upstream migration (Ref. 4779).  Lives 10 -12 years, rarely up to 20 (Ref. 59043). Enters rivers in shoals to spawn (Ref. 4779). Spends 6-8 years at sea before maturing and returning to rivers in June - July, to spawn in September - October of same year. A second run in autumn; those fishes remain a year in rivers before spawning. Moves far upstream, sometimes our to 1500 km. Spawns in shallow tributaries with some current in well oxygenated water over gravel bottom. Individual females do not spawn every year; spawns only 2-3 times during entire life. After spawning adults return directly to sea. Embryonic development lasts up to 7 months. Alevins migrate downstream in May - June (Ref. 59043). Collected by fyke nets (Ref. 4526). An important commercial species, but catches and abundance markedly reduced in last years (Ref. 59043).",NA,"0.5",0,1,"1991-05-01T00:00:00Z","97","2010-07-07T00:00:00Z","99","1995-01-17T00:00:00Z",NA
"14","65313","Coregonus baerii","Coregonus",59043,"Kessler, 1864",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"59043",NA,NA,58.83,57,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults occur in deeper places while alevins and juveniles mostly found along eastern shore.  Feeds on benthic organisms such as crustaceans, insect larvae and mollusks. Used to migrate to River Volkhov up to its uppermost reaches for spawning, now blocked by a dam. Migrates to eastern coast before spawning, starting in May - June. Spawns in October - early November. In Volkhov, used to spawn high upstream, in riffles. Information about spawning in lake is sparse, but continued presence confirms lacustrine reproduction. Spawning is now assumed to occur in Volkhov estuary, probably also in lower River Svir  (Ref. 59043).",NA,"0.5",0,10,"2010-02-05T00:00:00Z","97","2010-07-07T00:00:00Z",NA,NA,NA
"15","48350","Coregonus baicalensis","Coregonus",593,"Dybowski, 1874",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"o",NA,NA,"0",-1,0,0,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.88,60,"TL",NA,NA,"593","50.400001525878906","TL","55.20000076293945","TL",593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Spawning takes place in December and January in the lake (Ref. 593).",NA,"0.5",0,34,"1998-05-10T00:00:00Z","393","2010-04-05T00:00:00Z",NA,NA,NA
"16","62750","Coregonus baunti","Coregonus",56787,"Mukhomediyarov, 1948",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,"0.5",0,10,"2006-07-20T00:00:00Z",NA,"2006-07-20T00:00:00Z",NA,NA,NA
"17","49219","Coregonus bavaricus","Coregonus",59043,"Hofer, 1909",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,"40",85,59043,NA,NA,NA,NA,NA,NA,NA,36.49,24.1000003814697,"SL",NA,NA,"89867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Spawns on bottom at depths of 40-50 m, usually between mid June - mid July (Ref. 59043).",NA,"0.5",0,10,"1998-07-28T00:00:00Z","10","2012-04-09T00:00:00Z",NA,NA,NA
"18","49191","Coregonus bezola","Coregonus",13696,"Fatio, 1888",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.89,32,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in deep waters. Disappeared in the 1960s (Ref. 59043).",NA,"0.5",0,10,"1998-07-20T00:00:00Z","97","2010-07-02T00:00:00Z",NA,NA,NA
"19","49193","Coregonus candidus","Coregonus",13696,"Goll, 1883",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.82,32,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine. Males reproduce for the first time at 2-3 years, females at 4. Spawns in January, on sand or mud, in deep water, at depths up to 90-130 m (Ref. 59043).",NA,"0.5",0,10,"1998-07-20T00:00:00Z","97","2010-07-02T00:00:00Z",NA,NA,NA
"20","12549","Coregonus chadary","Coregonus",593,"Dybowski, 1869","Khadary-whitefish",NA,NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.29,60,"TL",NA,NA,"56557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,"0.5",0,67,"1994-10-02T00:00:00Z","1287","2006-03-27T16:57:23Z",NA,NA,NA
"21","234","Coregonus clupeaformis","Coregonus",86798,"(Mitchill, 1818)","Lake whitefish","Coclu_u0.jpg",NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,-1,0,"benthopelagic",NA,NA,"anadromous",120291,"8",128,3849,NA,NA,NA,50,"3494",12,273,48.46,100,"TL",NA,NA,"9988","54.099998474121094","TL",NA,NA,12193,19000,NA,28850,"COCLU_U0",NA,NA,NA,4931,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,"from 10,000 to 50,000",NA,"seines",NA,0,-1,0,"-1",0,"0",0,0,-1,"0","never/rarely",NA,NA,"never/rarely",NA,"public aquariums",NA,273,"-1",4699,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits large lakes and large rivers and enters brackish water (Ref. 86798). Primarily a lake dweller (Ref. 27547).  Nerito-pelagic (Ref. 58426).  Appears to be rather sedentary, at least in the Great Lakes (Ref. 27547).  Movement in large lakes generally consists of 4 stages:  movement from deep to shallow water in the spring; movement back to deep water in the summer as the shoal water warms; migration to shallow-water spawning areas in the fall and early winter; and post-spawning movement back to deeper water (Ref. 27547).  Forms separate populations in large lakes (Ref. 27547).  Adults feed mainly on aquatic insect larvae, mollusks and amphipods (Ref. 1091, 3849); also other fishes and fish eggs, including their own (Ref. 1998).  Extensive hatchery programs for the propagation have been carried out on the Great Lakes and other areas for years (Ref. 3746, 3849).  Valued for its meat as well as for its roe, which is made into an excellent caviar; utilized fresh, smoked, and frozen; eaten steamed, fried, broiled, boiled, microwaved, and baked (Ref. 9988).",NA,"0.5",0,2,"1990-10-17T00:00:00Z","2","2020-01-16T00:00:00Z","113","1995-12-15T00:00:00Z",NA
"22","49276","Coregonus clupeoides","Coregonus",13696,"Lacepède, 1803","Powan",NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,38,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in open water. Feeds on crustaceans and insects (Ref. 59043).",NA,"0.5",0,10,"1998-08-05T00:00:00Z","97","2010-07-13T00:00:00Z",NA,NA,NA
"23","49194","Coregonus confusus","Coregonus",13696,"Fatio, 1885",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.34,35,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, deep waters. Spawns in December to January in Lake Morat on sand or mud at 35-40 m. depth, in Lake Bienne on slopes, at 2-20 m. depth (Ref. 59043).",NA,"0.5",0,10,"1998-07-20T00:00:00Z","97","2010-07-02T00:00:00Z",NA,NA,NA
"24","49235","Coregonus danneri","Coregonus",13696,"Vogt, 1908",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,"40",60,59043,NA,NA,NA,6,"59043",NA,NA,30.08,22,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Recorded from 40-60 m, up to surface in summer. Spawns close to shore. Spawns for the first time at 2 years from mid October - early March (Ref. 59043).",NA,"0.5",0,10,"1998-07-30T00:00:00Z","97","2010-07-07T00:00:00Z",NA,NA,NA
"25","65592","Coregonus duplex","Coregonus",59043,"Fatio, 1890",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,"fusiform / normal","O",NA,NA,"0",-1,0,0,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.62,44,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits close to bottom of lakes.  Feeds on snails, worms and insects.  Spawns in late November in very shallow water, over stones close to surf zone (Ref. 59043).",NA,"0.5",0,10,"2010-07-07T00:00:00Z",NA,"2010-07-07T00:00:00Z",NA,NA,NA
"26","49200","Coregonus fatioi","Coregonus",13696,"Kottelat, 1997",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,"0",30,59043,NA,NA,NA,NA,NA,NA,NA,46.79,36,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in midwater. Spawns in December, along shores at 0-30 m depth. In both Lakes Thun and Brientz, there are forms (?) of this species spawning as deep as 70 m, some with a deeper body. They were reportedly more distinct earlier and had more distinct spawning seasons. The original pattern might have been blurred by hybridization with introduced species (Ref. 59043).",NA,"0.5",0,10,"1998-07-21T00:00:00Z","97","2010-07-05T00:00:00Z",NA,NA,NA
"27","5475","Coregonus fera","Coregonus",59043,"Jurine, 1825",NA,NA,NA,NA,NA,76,"Coregoninae",7065,NA,NA,"O",NA,NA,"0",-1,0,0,"benthopelagic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.52,55,"SL",NA,NA,"59043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,"0",0,"0",0,0,0,"0","never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,"0",NA,"harmless",NA,"no special ability",NA,NA,-1,"Lacustrine, in moderate depth. Feeds on insects in summer. Moves to deeper water in winter. Spawns in February in deep water over aquatic vegetation. (Ref. 59043).",NA,"0.5",0,1,"1992-05-19T00:00:00Z","97","2010-07-02T00:00:00Z","97","1997-09-26T00:00:00Z",NA
